0x0463	sub_401000(0000, 0000, 0467)	[00000000 : 00000000 : 66040000]	Reg: 
0x0AB1	sub_401000(0000, 0000, 0a79)	[00000000 : 00000000 : 9a0a0000]	Reg: 
0x0A79	sub_401000(0000, 0a9a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0A7C	sub_401000(0e98, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF8D
0x0A7F	sub_401000(0000, 0a9a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000073
0x0A82	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0A85	sub_401000(0a77, 0a9a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000033
0x0A88	sub_401000(0a9a, 0000, 0a8e)	[00000000 : 00000000 : 00000000]	Reg: FFFFFFCD
0x0A8E	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0A91	sub_401000(0000, 0a9a, 0a97)	[00000000 : 00000000 : 00000000]	Reg: 
0x0A94	sub_401000(0000, 0000, 0a9b)	[00000000 : 00000000 : 9a0e0000]	Reg: 
0x0A9B	sub_401000(0e9a, 0000, 0000)	[0f000000 : 00000000 : 00000000]	Reg: FFFFFFF1
0x0A9E	sub_401000(0000, 0a78, 0000)	[00000000 : 00000000 : 00000000]	Reg: 000003CF
0x0AA1	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0AA4	sub_401000(0000, 0000, 0aa8)	[00000000 : 00000000 : a70a0000]	Reg: 
0x0AA8	sub_401000(0aa7, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0AAB	sub_401000(0000, 0a77, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000041
0x0AAE	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0AB1	sub_401000(0000, 0000, 0a79)	[00000000 : 00000000 : 9a0a0000]	Reg: 
0x0A79	sub_401000(0000, 0a9a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0A7C	sub_401000(0e98, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF8D
0x0A7F	sub_401000(0000, 0a9a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000073
0x0A82	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0A85	sub_401000(0a77, 0a9a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000032
0x0A88	sub_401000(0a9a, 0000, 0a8e)	[00000000 : 00000000 : 00000000]	Reg: FFFFFFCE
0x0A8E	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0A91	sub_401000(0000, 0a9a, 0a97)	[00000000 : 00000000 : 00000000]	Reg: 
0x0A94	sub_401000(0000, 0000, 0a9b)	[00000000 : 00000000 : 9a0e0000]	Reg: 
0x0A9B	sub_401000(0e9a, 0000, 0000)	[0f000000 : 00000000 : 00000000]	Reg: FFFFFFF1
0x0A9E	sub_401000(0000, 0a78, 0000)	[00000000 : 00000000 : 00000000]	Reg: 000003DE
0x0AA1	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0AA4	sub_401000(0000, 0000, 0aa8)	[00000000 : 00000000 : a70a0000]	Reg: 
0x0AA8	sub_401000(0aa7, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0AAB	sub_401000(0000, 0a77, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000042
0x0AAE	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0AB1	sub_401000(0000, 0000, 0a79)	[00000000 : 00000000 : 9a0a0000]	Reg: 
0x0A79	sub_401000(0000, 0a9a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0A7C	sub_401000(0e98, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF8D
0x0A7F	sub_401000(0000, 0a9a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000073
0x0A82	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0A85	sub_401000(0a77, 0a9a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000031
0x0A88	sub_401000(0a9a, 0000, 0a8e)	[00000000 : 00000000 : 00000000]	Reg: FFFFFFCF
0x0A8E	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0A91	sub_401000(0000, 0a9a, 0a97)	[00000000 : 00000000 : 00000000]	Reg: 
0x0A94	sub_401000(0000, 0000, 0a9b)	[00000000 : 00000000 : 9a0e0000]	Reg: 
0x0A9B	sub_401000(0e9a, 0000, 0000)	[0f000000 : 00000000 : 00000000]	Reg: FFFFFFF1
0x0A9E	sub_401000(0000, 0a78, 0000)	[00000000 : 00000000 : 00000000]	Reg: 000003ED
0x0AA1	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0AA4	sub_401000(0000, 0000, 0aa8)	[00000000 : 00000000 : a70a0000]	Reg: 
0x0AA8	sub_401000(0aa7, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0AAB	sub_401000(0000, 0a77, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000043
0x0AAE	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0AB1	sub_401000(0000, 0000, 0a79)	[00000000 : 00000000 : 9a0a0000]	Reg: 
0x0A79	sub_401000(0000, 0a9a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0A7C	sub_401000(0e98, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF8D
0x0A7F	sub_401000(0000, 0a9a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000073
0x0A82	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0A85	sub_401000(0a77, 0a9a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000030
0x0A88	sub_401000(0a9a, 0000, 0a8e)	[00000000 : 00000000 : 00000000]	Reg: FFFFFFD0
0x0A8E	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0A91	sub_401000(0000, 0a9a, 0a97)	[00000000 : 00000000 : 00000000]	Reg: 
0x0A94	sub_401000(0000, 0000, 0a9b)	[00000000 : 00000000 : 9a0e0000]	Reg: 
0x0A9B	sub_401000(0e9a, 0000, 0000)	[0f000000 : 00000000 : 00000000]	Reg: FFFFFFF1
0x0A9E	sub_401000(0000, 0a78, 0000)	[00000000 : 00000000 : 00000000]	Reg: 000003FC
0x0AA1	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0AA4	sub_401000(0000, 0000, 0aa8)	[00000000 : 00000000 : a70a0000]	Reg: 
0x0AA8	sub_401000(0aa7, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0AAB	sub_401000(0000, 0a77, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000044
0x0AAE	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0AB1	sub_401000(0000, 0000, 0a79)	[00000000 : 00000000 : 9a0a0000]	Reg: 
0x0A79	sub_401000(0000, 0a9a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0A7C	sub_401000(0e98, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF8D
0x0A7F	sub_401000(0000, 0a9a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000073
0x0A82	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0A85	sub_401000(0a77, 0a9a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 0000002F
0x0A88	sub_401000(0a9a, 0000, 0a8e)	[00000000 : 00000000 : 00000000]	Reg: FFFFFFD1
0x0A8E	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0A91	sub_401000(0000, 0a9a, 0a97)	[00000000 : 00000000 : 00000000]	Reg: 
0x0A94	sub_401000(0000, 0000, 0a9b)	[00000000 : 00000000 : 9a0e0000]	Reg: 
0x0A9B	sub_401000(0e9a, 0000, 0000)	[0f000000 : 00000000 : 00000000]	Reg: FFFFFFF1
0x0A9E	sub_401000(0000, 0a78, 0000)	[00000000 : 00000000 : 00000000]	Reg: 0000040B
0x0AA1	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0AA4	sub_401000(0000, 0000, 0aa8)	[00000000 : 00000000 : a70a0000]	Reg: 
0x0AA8	sub_401000(0aa7, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0AAB	sub_401000(0000, 0a77, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000045
0x0AAE	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0AB1	sub_401000(0000, 0000, 0a79)	[00000000 : 00000000 : 9a0a0000]	Reg: 
0x0A79	sub_401000(0000, 0a9a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0A7C	sub_401000(0e98, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF8D
0x0A7F	sub_401000(0000, 0a9a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000073
0x0A82	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0A85	sub_401000(0a77, 0a9a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 0000002E
0x0A88	sub_401000(0a9a, 0000, 0a8e)	[00000000 : 00000000 : 00000000]	Reg: FFFFFFD2
0x0A8E	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0A91	sub_401000(0000, 0a9a, 0a97)	[00000000 : 00000000 : 00000000]	Reg: 
0x0A94	sub_401000(0000, 0000, 0a9b)	[00000000 : 00000000 : 9a0e0000]	Reg: 
0x0A9B	sub_401000(0e9a, 0000, 0000)	[0f000000 : 00000000 : 00000000]	Reg: FFFFFFF1
0x0A9E	sub_401000(0000, 0a78, 0000)	[00000000 : 00000000 : 00000000]	Reg: 0000041A
0x0AA1	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0AA4	sub_401000(0000, 0000, 0aa8)	[00000000 : 00000000 : a70a0000]	Reg: 
0x0AA8	sub_401000(0aa7, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0AAB	sub_401000(0000, 0a77, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000046
0x0AAE	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0AB1	sub_401000(0000, 0000, 0a79)	[00000000 : 00000000 : 9a0a0000]	Reg: 
0x0A79	sub_401000(0000, 0a9a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0A7C	sub_401000(0e98, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF8D
0x0A7F	sub_401000(0000, 0a9a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000073
0x0A82	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0A85	sub_401000(0a77, 0a9a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 0000002D
0x0A88	sub_401000(0a9a, 0000, 0a8e)	[00000000 : 00000000 : 00000000]	Reg: FFFFFFD3
0x0A8E	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0A91	sub_401000(0000, 0a9a, 0a97)	[00000000 : 00000000 : 00000000]	Reg: 
0x0A94	sub_401000(0000, 0000, 0a9b)	[00000000 : 00000000 : 9a0e0000]	Reg: 
0x0A9B	sub_401000(0e9a, 0000, 0000)	[0f000000 : 00000000 : 00000000]	Reg: FFFFFFF1
0x0A9E	sub_401000(0000, 0a78, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000429
0x0AA1	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0AA4	sub_401000(0000, 0000, 0aa8)	[00000000 : 00000000 : a70a0000]	Reg: 
0x0AA8	sub_401000(0aa7, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0AAB	sub_401000(0000, 0a77, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000047
0x0AAE	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0AB1	sub_401000(0000, 0000, 0a79)	[00000000 : 00000000 : 9a0a0000]	Reg: 
0x0A79	sub_401000(0000, 0a9a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0A7C	sub_401000(0e98, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF8D
0x0A7F	sub_401000(0000, 0a9a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000073
0x0A82	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0A85	sub_401000(0a77, 0a9a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 0000002C
0x0A88	sub_401000(0a9a, 0000, 0a8e)	[00000000 : 00000000 : 00000000]	Reg: FFFFFFD4
0x0A8E	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0A91	sub_401000(0000, 0a9a, 0a97)	[00000000 : 00000000 : 00000000]	Reg: 
0x0A94	sub_401000(0000, 0000, 0a9b)	[00000000 : 00000000 : 9a0e0000]	Reg: 
0x0A9B	sub_401000(0e9a, 0000, 0000)	[0f000000 : 00000000 : 00000000]	Reg: FFFFFFF1
0x0A9E	sub_401000(0000, 0a78, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000438
0x0AA1	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0AA4	sub_401000(0000, 0000, 0aa8)	[00000000 : 00000000 : a70a0000]	Reg: 
0x0AA8	sub_401000(0aa7, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0AAB	sub_401000(0000, 0a77, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000048
0x0AAE	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0AB1	sub_401000(0000, 0000, 0a79)	[00000000 : 00000000 : 9a0a0000]	Reg: 
0x0A79	sub_401000(0000, 0a9a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0A7C	sub_401000(0e98, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF8D
0x0A7F	sub_401000(0000, 0a9a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000073
0x0A82	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0A85	sub_401000(0a77, 0a9a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 0000002B
0x0A88	sub_401000(0a9a, 0000, 0a8e)	[00000000 : 00000000 : 00000000]	Reg: FFFFFFD5
0x0A8E	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0A91	sub_401000(0000, 0a9a, 0a97)	[00000000 : 00000000 : 00000000]	Reg: 
0x0A94	sub_401000(0000, 0000, 0a9b)	[00000000 : 00000000 : 9a0e0000]	Reg: 
0x0A9B	sub_401000(0e9a, 0000, 0000)	[0f000000 : 00000000 : 00000000]	Reg: FFFFFFF1
0x0A9E	sub_401000(0000, 0a78, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000447
0x0AA1	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0AA4	sub_401000(0000, 0000, 0aa8)	[00000000 : 00000000 : a70a0000]	Reg: 
0x0AA8	sub_401000(0aa7, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0AAB	sub_401000(0000, 0a77, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000049
0x0AAE	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0AB1	sub_401000(0000, 0000, 0a79)	[00000000 : 00000000 : 9a0a0000]	Reg: 
0x0A79	sub_401000(0000, 0a9a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0A7C	sub_401000(0e98, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF8D
0x0A7F	sub_401000(0000, 0a9a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000073
0x0A82	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0A85	sub_401000(0a77, 0a9a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 0000002A
0x0A88	sub_401000(0a9a, 0000, 0a8e)	[00000000 : 00000000 : 00000000]	Reg: FFFFFFD6
0x0A8E	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0A91	sub_401000(0000, 0a9a, 0a97)	[00000000 : 00000000 : 00000000]	Reg: 
0x0A94	sub_401000(0000, 0000, 0a9b)	[00000000 : 00000000 : 9a0e0000]	Reg: 
0x0A9B	sub_401000(0e9a, 0000, 0000)	[0f000000 : 00000000 : 00000000]	Reg: FFFFFFF1
0x0A9E	sub_401000(0000, 0a78, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000456
0x0AA1	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0AA4	sub_401000(0000, 0000, 0aa8)	[00000000 : 00000000 : a70a0000]	Reg: 
0x0AA8	sub_401000(0aa7, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0AAB	sub_401000(0000, 0a77, 0000)	[00000000 : 00000000 : 00000000]	Reg: 0000004A
0x0AAE	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0AB1	sub_401000(0000, 0000, 0a79)	[00000000 : 00000000 : 9a0a0000]	Reg: 
0x0A79	sub_401000(0000, 0a9a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0A7C	sub_401000(0e98, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF8D
0x0A7F	sub_401000(0000, 0a9a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000073
0x0A82	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0A85	sub_401000(0a77, 0a9a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000029
0x0A88	sub_401000(0a9a, 0000, 0a8e)	[00000000 : 00000000 : 00000000]	Reg: FFFFFFD7
0x0A8E	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0A91	sub_401000(0000, 0a9a, 0a97)	[00000000 : 00000000 : 00000000]	Reg: 
0x0A94	sub_401000(0000, 0000, 0a9b)	[00000000 : 00000000 : 9a0e0000]	Reg: 
0x0A9B	sub_401000(0e9a, 0000, 0000)	[0f000000 : 00000000 : 00000000]	Reg: FFFFFFF1
0x0A9E	sub_401000(0000, 0a78, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000465
0x0AA1	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0AA4	sub_401000(0000, 0000, 0aa8)	[00000000 : 00000000 : a70a0000]	Reg: 
0x0AA8	sub_401000(0aa7, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0AAB	sub_401000(0000, 0a77, 0000)	[00000000 : 00000000 : 00000000]	Reg: 0000004B
0x0AAE	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0AB1	sub_401000(0000, 0000, 0a79)	[00000000 : 00000000 : 9a0a0000]	Reg: 
0x0A79	sub_401000(0000, 0a9a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0A7C	sub_401000(0e98, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF8D
0x0A7F	sub_401000(0000, 0a9a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000073
0x0A82	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0A85	sub_401000(0a77, 0a9a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000028
0x0A88	sub_401000(0a9a, 0000, 0a8e)	[00000000 : 00000000 : 00000000]	Reg: FFFFFFD8
0x0A8E	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0A91	sub_401000(0000, 0a9a, 0a97)	[00000000 : 00000000 : 00000000]	Reg: 
0x0A94	sub_401000(0000, 0000, 0a9b)	[00000000 : 00000000 : 9a0e0000]	Reg: 
0x0A9B	sub_401000(0e9a, 0000, 0000)	[0f000000 : 00000000 : 00000000]	Reg: FFFFFFF1
0x0A9E	sub_401000(0000, 0a78, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000474
0x0AA1	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0AA4	sub_401000(0000, 0000, 0aa8)	[00000000 : 00000000 : a70a0000]	Reg: 
0x0AA8	sub_401000(0aa7, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0AAB	sub_401000(0000, 0a77, 0000)	[00000000 : 00000000 : 00000000]	Reg: 0000004C
0x0AAE	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0AB1	sub_401000(0000, 0000, 0a79)	[00000000 : 00000000 : 9a0a0000]	Reg: 
0x0A79	sub_401000(0000, 0a9a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0A7C	sub_401000(0e98, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF8D
0x0A7F	sub_401000(0000, 0a9a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000073
0x0A82	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0A85	sub_401000(0a77, 0a9a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000027
0x0A88	sub_401000(0a9a, 0000, 0a8e)	[00000000 : 00000000 : 00000000]	Reg: FFFFFFD9
0x0A8E	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0A91	sub_401000(0000, 0a9a, 0a97)	[00000000 : 00000000 : 00000000]	Reg: 
0x0A94	sub_401000(0000, 0000, 0a9b)	[00000000 : 00000000 : 9a0e0000]	Reg: 
0x0A9B	sub_401000(0e9a, 0000, 0000)	[0f000000 : 00000000 : 00000000]	Reg: FFFFFFF1
0x0A9E	sub_401000(0000, 0a78, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000483
0x0AA1	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0AA4	sub_401000(0000, 0000, 0aa8)	[00000000 : 00000000 : a70a0000]	Reg: 
0x0AA8	sub_401000(0aa7, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0AAB	sub_401000(0000, 0a77, 0000)	[00000000 : 00000000 : 00000000]	Reg: 0000004D
0x0AAE	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0AB1	sub_401000(0000, 0000, 0a79)	[00000000 : 00000000 : 9a0a0000]	Reg: 
0x0A79	sub_401000(0000, 0a9a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0A7C	sub_401000(0e98, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF8D
0x0A7F	sub_401000(0000, 0a9a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000073
0x0A82	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0A85	sub_401000(0a77, 0a9a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000026
0x0A88	sub_401000(0a9a, 0000, 0a8e)	[00000000 : 00000000 : 00000000]	Reg: FFFFFFDA
0x0A8E	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0A91	sub_401000(0000, 0a9a, 0a97)	[00000000 : 00000000 : 00000000]	Reg: 
0x0A94	sub_401000(0000, 0000, 0a9b)	[00000000 : 00000000 : 9a0e0000]	Reg: 
0x0A9B	sub_401000(0e9a, 0000, 0000)	[0f000000 : 00000000 : 00000000]	Reg: FFFFFFF1
0x0A9E	sub_401000(0000, 0a78, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000492
0x0AA1	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0AA4	sub_401000(0000, 0000, 0aa8)	[00000000 : 00000000 : a70a0000]	Reg: 
0x0AA8	sub_401000(0aa7, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0AAB	sub_401000(0000, 0a77, 0000)	[00000000 : 00000000 : 00000000]	Reg: 0000004E
0x0AAE	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0AB1	sub_401000(0000, 0000, 0a79)	[00000000 : 00000000 : 9a0a0000]	Reg: 
0x0A79	sub_401000(0000, 0a9a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0A7C	sub_401000(0e98, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF8D
0x0A7F	sub_401000(0000, 0a9a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000073
0x0A82	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0A85	sub_401000(0a77, 0a9a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000025
0x0A88	sub_401000(0a9a, 0000, 0a8e)	[00000000 : 00000000 : 00000000]	Reg: FFFFFFDB
0x0A8E	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0A91	sub_401000(0000, 0a9a, 0a97)	[00000000 : 00000000 : 00000000]	Reg: 
0x0A94	sub_401000(0000, 0000, 0a9b)	[00000000 : 00000000 : 9a0e0000]	Reg: 
0x0A9B	sub_401000(0e9a, 0000, 0000)	[0f000000 : 00000000 : 00000000]	Reg: FFFFFFF1
0x0A9E	sub_401000(0000, 0a78, 0000)	[00000000 : 00000000 : 00000000]	Reg: 000004A1
0x0AA1	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0AA4	sub_401000(0000, 0000, 0aa8)	[00000000 : 00000000 : a70a0000]	Reg: 
0x0AA8	sub_401000(0aa7, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0AAB	sub_401000(0000, 0a77, 0000)	[00000000 : 00000000 : 00000000]	Reg: 0000004F
0x0AAE	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0AB1	sub_401000(0000, 0000, 0a79)	[00000000 : 00000000 : 9a0a0000]	Reg: 
0x0A79	sub_401000(0000, 0a9a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0A7C	sub_401000(0e98, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF8D
